Identifier,Title,Start date,End date,Number of deaths
IBD030414,"Generator Fume Kills 5, Abia",2024-08-07,2024-08-07,5
IBD030427,"Gunmen vs Woman, Plateau",2024-08-07,2024-08-07,1
IBD030410,"Army vs Bandits, Kaduna",2024-08-07,2024-08-07,2
IBD030420,"Hoodlums vs Cyclist, FCT (Abuja)",2024-08-07,2024-08-07,1
IBD030400,"Protesters vs Security Operatives, Kaduna",2024-08-06,2024-08-06,1
IBD030444,"Security Operatives vs Man, Bauchi",2024-08-06,2024-08-06,1
IBD030411,"Auto Crash, Ogun",2024-08-06,2024-08-06,1
IBD030409,"Army vs PDP Supporters, Bauchi",2024-08-06,2024-08-06,1
IBD030404,"Food Poisoning, Kogi",2024-08-06,2024-08-06,6
IBD030401,"Cultists vs Barber, Ogun",2024-08-05,2024-08-05,1
IBD030403,"Flood Disaster, Kebbi",2024-08-05,2024-08-05,2
IBD030402,"Food Poisoning, Kwara",2024-08-05,2024-08-05,4
IBD030463,"Ex-Soldiers vs Tricycle Rider, Borno",2024-08-05,2024-08-05,1
IBD030481,"Man vs Son, Lagos",2024-08-05,2024-08-05,1
IBD030408,"Assailants vs Motorcyclists, Ondo",2024-08-05,2024-08-05,2
IBD030395,"Protesters vs Security Operatives, Bauchi",2024-08-05,2024-08-05,1
IBD030388,"Gunmen Kill Youth Leader, Kogi",2024-08-05,2024-08-05,1
IBD030406,"Bandits Kill Man, Katsina",2024-08-05,2024-08-05,1
IBD030756,"Ritual Killing, Kogi",2024-08-04,2024-08-04,1
IBD030387,"Corpse Found Inside Well, Kwara",2024-08-04,2024-08-04,1
IBD030398,"Soldiers vs Kidnappers, Kaduna",2024-08-04,2024-08-04,3
IBD030503,"Man vs Boy, Bauchi",2024-08-04,2024-08-04,1
IBD030405,"Herder vs Rustler, Benue",2024-08-03,2024-08-03,1
IBD030399,"Cult Clash, Delta",2024-08-03,2024-08-04,4
IBD030384,"Protesters vs Security Operatives, Kano",2024-08-03,2024-08-03,4
IBD030668,"Stray Bullet, Ebonyi",2024-08-03,2024-08-03,1
IBD030396,"Protesters vs Security Operatives, Kano",2024-08-03,2024-08-03,8
IBD030466,"Boko Haram vs ISWAP, Borno",2024-08-03,2024-08-03,100
IBD030386,"Gunmen Kill 7, Imo",2024-08-03,2024-08-03,7
IBD030393,"Bandits Kill Farmers, Sokoto",2024-08-02,2024-08-02,8
IBD030389,"Baby Corpse, FCT (Abuja)",2024-08-02,2024-08-02,1
IBD030417,"Army vs Boko Haram, Borno",2024-08-02,2024-08-02,10
IBD030437,"Electrocution, Lagos",2024-08-02,2024-08-02,1
IBD030372,"Protesters vs Security Operatives, Abuja",2024-08-01,2024-08-01,1
IBD030371,"Protesters vs Security Operatives, Kano",2024-08-01,2024-08-01,1
IBD031787,"Political Crisis, Kano",2024-08-01,2024-08-10,10
IBD030390,"Banditary, Kaduna",2024-08-01,2024-08-01,1
IBD030366,"Protesters vs Security Operatives, Kaduna",2024-08-01,2024-08-01,3
IBD030464,"Food Poisoning, Gombe",2024-08-01,2024-08-01,1
IBD030369,"Protesters vs Security Operatives, Jigawa",2024-08-01,2024-08-01,3
IBD030397,"Protesters vs Security Operatives, Niger",2024-08-01,2024-08-01,3
IBD030362,"Protesters vs Security Operatives, Niger",2024-08-01,2024-08-01,5
IBD030385,"Protesters vs Security Operatives, Katsina",2024-08-01,2024-08-01,1
IBD030684,"Flood Disaster, Yobe",2024-08-01,2024-08-31,20
IBD030367,"Protesters vs Security Operatives, Kebbi",2024-08-01,2024-08-01,1
IBD030364,"Protesters vs Security Operatives, Borno",2024-08-01,2024-08-01,4
IBD030374,"Boko Haram Suicide Attack, Borno",2024-07-31,2024-07-31,16
IBD030373,"Soldiers vs Bandits, Kaduna",2024-07-31,2024-07-31,2
IBD030428,"Boat Mishap, Rivers",2024-07-30,2024-07-30,1
IBD030375,"One Killed, Lagos",2024-07-30,2024-07-30,1
IBD030354,"Gunmen Attack, Imo",2024-07-30,2024-07-30,1
IBD030382,"Gunmen Attack, Imo",2024-07-30,2024-07-30,3
IBD030377,"Soldiers vs Bandit, Taraba",2024-07-30,2024-07-30,1
IBD030352,"Gunmen Attack, Delta",2024-07-30,2024-07-30,2
IBD030358,"Soldiers Kill Bandit, Benue",2024-07-30,2024-07-30,1
IBD030379,"Hoodlums Clash, Gombe",2024-07-30,2024-07-30,3
IBD030365,"Banditry, Sokoto",2024-07-30,2024-07-30,2
IBD030363,"Domestic Staff vs Boss, Lagos",2024-07-30,2024-07-30,1
IBD030380,"Food Poisoning, Anambra",2024-07-29,2024-07-29,5
IBD030360,"Domestic Violence, Niger",2024-07-29,2024-07-29,1
IBD030350,"Soldiers vs Gunmen, Abia",2024-07-29,2024-07-29,1
IBD030349,"Tiv Hoolums vs Farmer, Nasarawa",2024-07-29,2024-07-29,1
IBD030359,"Boko Haram Explosion, Borno",2024-07-29,2024-07-29,1
IBD030355,"Auto Crash, Cross River",2024-07-29,2024-07-29,3
IBD030353,"Domestic Violence, FCT (Abuja)",2024-07-29,2024-07-29,1
IBD030370,"Herder vs Farmer, FCT (Abuja)",2024-07-29,2024-07-29,1
IBD030368,"Auto Crash, Bauchi",2024-07-29,2024-07-29,4
IBD030346,"Gunmen vs Police, Imo",2024-07-29,2024-07-29,5
IBD030484,"Man Dies, Edo",2024-07-29,2024-07-29,1
IBD030342,"Army vs Boko Haram, Borno",2024-07-28,2024-07-28,8
IBD030394,"Inferno, Ogun",2024-07-28,2024-07-28,1
IBD030356,"Cult Killings, Anambra",2024-07-28,2024-07-29,4
IBD030348,"Hospital Negligence, FCT",2024-07-28,2024-07-28,1
IBD030333,"Boko Haram Attack, Borno",2024-07-28,2024-07-28,2
IBD030381,"Female Caterer Murdered, Ondo",2024-07-28,2024-07-28,1
IBD030344,"Army vs Robbers, Ebonyi",2024-07-28,2024-07-28,1
IBD030361,"Corpse Found, Kaduna",2024-07-28,2024-07-28,2
IBD030337,"Auto Crash, Ogun",2024-07-28,2024-07-28,1
IBD030338,"Auto Crash, Ogun",2024-07-28,2024-07-28,1
IBD030347,"Hunters vs Man, Taraba",2024-07-27,2024-07-27,4
IBD030332,"Building Collapse, Jigawa",2024-07-27,2024-07-27,3
IBD030341,"Mob vs Armed Robber, Benue",2024-07-27,2024-07-27,1
IBD030343,"Police vs Bandits, Benue",2024-07-27,2024-07-27,6
IBD030331,"Explosion, Yobe",2024-07-26,2024-07-26,1
IBD030336,"Female Undergraduate, Bauchi",2024-07-26,2024-07-26,1
IBD030325,"Auto Crash, Niger",2024-07-25,2024-07-25,1
IBD030320,"Vigilantes vs Kidnappers, Edo",2024-07-25,2024-07-25,1
IBD030339,"Gunmen Kill Officer, Kebbi",2024-07-25,2024-07-25,1
IBD030357,"Police vs Kidnappers, Delta",2024-07-25,2024-07-25,1
IBD030340,"Gunmen vs Vigilantes, Nasarawa",2024-07-25,2024-07-25,1
IBD030345,"Hoodlums Kill Teacher, FCT (Abuja)",2024-07-25,2024-07-25,1
IBD030322,"Medical Negligence, Oyo",2024-07-25,2024-07-25,1
IBD030310,"Building Collapse, Lagos",2024-07-25,2024-07-25,5
IBD030318,"Auto Crash, Kogi",2024-07-25,2024-07-25,5
IBD030317,"Security Operatives vs Bandits, Niger",2024-07-24,2024-07-24,65
IBD030335,"Building Collapse, Delta",2024-07-24,2024-07-24,1
IBD030321,"Gunmen Attack, Nasarawa",2024-07-24,2024-07-24,15
IBD030323,"Gunmen Kill Man, Delta",2024-07-24,2024-07-24,1
IBD030314,"Chieftaincy Tittle, Osun",2024-07-23,2024-07-23,2
IBD030319,"Soldiers vs Bandits, Kaduna",2024-07-23,2024-07-23,2
IBD030316,"Auto Crash, Edo",2024-07-23,2024-07-23,1
IBD030328,"Army vs ISWAP/Boko Haram, Borno",2024-07-23,2024-07-23,13
IBD031229,"Robbery Gang Kills Man, Oyo",2024-07-23,2024-07-23,1
IBD030311,"Corpse Found, Rivers",2024-07-23,2024-07-23,1
IBD030392,"Kidnappers Kill 1, Ekiti",2024-07-23,2024-07-23,1
IBD030313,"Boat Mishap, Ebonyi",2024-07-23,2024-07-23,1
IBD030297,"Auto Crash, Ondo",2024-07-22,2024-07-22,2
IBD030334,"Man vs Grandpa, Osun",2024-07-22,2024-07-22,1
IBD030307,"Auto Crash, FCT (Abuja)",2024-07-22,2024-07-22,2
IBD030391,"Suitor vs Woman, Kano",2024-07-22,2024-07-22,1
IBD030295,"Businessman, Bayelsa",2024-07-22,2024-07-22,1
IBD030302,"Woman Found Dead, Plateau",2024-07-21,2024-07-21,1
IBD030306,"Thugs vs Man, Anambra",2024-07-21,2024-07-21,1
IBD030299,"Man vs Friend, Adamawa",2024-07-21,2024-07-21,1
IBD030305,"Police vs Bandits, Benue",2024-07-21,2024-07-21,3
IBD030304,"Police vs Father, Borno",2024-07-21,2024-07-21,1
IBD030293,"Gunmen vs Student, Ondo",2024-07-21,2024-07-21,1
IBD030291,"Gunmen Attack, Abia",2024-07-21,2024-07-21,6
IBD030326,"Land Dispute, Nasarawa",2024-07-20,2024-07-20,2
IBD030188,"Auto Crash, Anambra",2024-07-20,2024-07-20,1
IBD030282,"Kidnappers Kill 2, Ondo",2024-07-20,2024-07-20,2
IBD030284,"Bandits Kill 18, Benue",2024-07-19,2024-07-19,18
IBD030286,"Man Kill friend, Kaduna",2024-07-19,2024-07-19,1
IBD030308,"Army vs Bandits, Kaduna",2024-07-19,2024-07-19,8
IBD030285,"Gunmen Kill Traditional Ruler, Taraba",2024-07-19,2024-07-19,2
IBD030269,"Auto Crash, Kwara",2024-07-18,2024-07-18,2
IBD030271,"Gunmen vs Policeman, Edo",2024-07-18,2024-07-18,1
IBD030315,"Flood Disaster, Ebonyi",2024-07-18,2024-07-20,1
IBD030274,"Gunmen Kill Soldier, Plateau",2024-07-17,2024-07-17,1
IBD030272,"Man vs Grandfather, Borno",2024-07-17,2024-07-17,1
IBD030273,"Woman vs Husband, Borno",2024-07-17,2024-07-17,1
IBD030309,"Witchcraft, Adamawa",2024-07-17,2024-07-17,3
IBD030327,"Gunmen Attack, Benue",2024-07-17,2024-07-17,6
IBD030260,"Inferno, Kano",2024-07-17,2024-07-17,3
IBD030378,"Kidnap VIctim, Ekiti",2024-07-16,2024-07-16,1
IBD030219,"Kidnappers vs Passenger, Ondo",2024-07-16,2024-07-16,2
IBD030278,"Hunters vs Bandits, Kaduna",2024-07-16,2024-07-16,1
IBD030267,"Man Kills Rival, Delta",2024-07-16,2024-07-16,2
IBD030266,"Bandits Attack, Kaduna",2024-07-16,2024-07-16,1
IBD030301,"Banditry, Zamfara",2024-07-16,2024-07-16,11
IBD030265,"Bandits vs Chief, Kaduna",2024-07-16,2024-07-16,1
IBD030261,"Motorcyclist, Delta",2024-07-16,2024-07-16,1
IBD030275,"Brothers Drown, FCT (Abuja)",2024-07-16,2024-07-16,1
IBD030254,"Inferno In The Hotel, Edo",2024-07-16,2024-07-16,3
IBD030603,"Electrocution, Kwara",2024-07-16,2024-07-16,1
IBD030433,"Cult Clash, Osun",2024-07-15,2024-07-15,8
IBD030257,"Herdsmen vs Rustler, FCT (Abuja)",2024-07-15,2024-07-15,1
IBD030279,"Assailant Kill 2, Osun",2024-07-15,2024-07-15,2
IBD030256,"Gunmen vs Farmer, Kaduna",2024-07-15,2024-07-15,1
IBD030300,"Banditry, Zamfara",2024-07-15,2024-07-15,10
IBD030258,"Youths vs Students, Bayelsa",2024-07-15,2024-07-15,1
IBD030252,"Auto Crash, Jigawa",2024-07-15,2024-07-15,14
IBD030223,"Cult Clash, Edo",2024-07-15,2024-07-15,1
IBD030259,"Assailants vs Activist, Edo",2024-07-14,2024-07-14,1
IBD030247,"Herders Attack, Benue",2024-07-14,2024-07-14,11
IBD030249,"Auto Crash, FCT (Abuja)",2024-07-14,2024-07-14,2
IBD030251,"Banditry, Zamfara",2024-07-14,2024-07-14,13
IBD030264,"Piracy, Rivers (Offshore)",2024-07-14,2024-07-14,1
IBD030248,"Herders Attack, Benue",2024-07-14,2024-07-14,1
IBD030245,"Man vs Neighbour's Wife, Edo",2024-07-13,2024-07-13,1
IBD030298,"Banditry, Zamfara",2024-07-13,2024-07-13,1
IBD030243,"Robbers vs Police, FCT (Abuja)",2024-07-13,2024-07-13,1
IBD030244,"Maize Farmer, Ogun",2024-07-13,2024-07-13,1
IBD030238,"Kidnap Victims, Anambra",2024-07-13,2024-07-13,1
IBD030246,"Auto Crash, Ogun",2024-07-13,2024-07-13,2
IBD030263,"Hoodlums vs NDLEA Official, FCT (Abuja)",2024-07-13,2024-07-13,1
IBD030220,"Smugglers vs Customs Officer, Jigawa",2024-07-12,2024-07-12,1
IBD030233,"NAF VS Terrorists, Kaduna",2024-07-12,2024-07-12,20
IBD030216,"Witchcraft Suspect, Kwara",2024-07-12,2024-07-12,1
IBD030235,"Armed Robber, Cross River",2024-07-12,2024-07-12,1
IBD030277,"Hoodlums vs Vigilante, Lagos",2024-07-12,2024-07-12,1
IBD030296,"Banditry, Zamfara",2024-07-12,2024-07-12,11
IBD030178,"Missing Student, Enugu",2024-07-12,2024-07-12,1
IBD030189,"Robbers Kill Security Guard, Akwa Ibom",2024-07-12,2024-07-12,1
IBD030439,"Cult Killing, Anambra",2024-07-12,2024-07-12,3
IBD030221,"Building Collapse, Plateau",2024-07-12,2024-07-12,19
IBD030255,Building Collapse FCT (Abuja),2024-07-12,2024-07-13,1
IBD030232,"NAF VS Terrorists, Kaduna",2024-07-12,2024-07-12,20
IBD030312,"Man vs Commercial Motorcyclist, Akwa Ibom",2024-07-11,2024-07-11,1
IBD030222,"Dead Corpse, Lagos",2024-07-11,2024-07-11,1
IBD030241,"Guardian vs Boy, Lagos",2024-07-11,2024-07-11,1
IBD030214,"Miners, Niger",2024-07-10,2024-07-10,12
IBD030434,"Cult Clash, Lagos",2024-07-10,2024-07-10,1
IBD030213,"Gunmen vs Vigilante, Rivers",2024-07-10,2024-07-10,1
IBD030212,"Assailants vs Student, Enugu",2024-07-10,2024-07-10,1
IBD030262,"Gunrunners vs Police, Plateau",2024-07-10,2024-07-10,1
IBD030217,"Bandits Kill Farmers, Kaduna",2024-07-10,2024-07-10,2
IBD030250,"Gunmen Attack, Benue",2024-07-10,2024-07-11,5
IBD030324,"Man vs NDLEA Officer, Kano",2024-07-10,2024-07-10,1
IBD030205,"Herdsmen vs Farmer, Delta",2024-07-09,2024-07-09,1
IBD030209,"Herdsmen Attack, Benue",2024-07-09,2024-07-09,12
IBD030208,"Army vs Terrorist, Katsina",2024-07-09,2024-07-09,1
IBD030330,"Ritual Killing, Osun",2024-07-09,2024-07-09,1
IBD030276,"Man vs Girlfriend, Lagos",2024-07-09,2024-07-09,1
IBD030303,"3 Men Kill Labourer, Kwara",2024-07-09,2024-07-09,1
IBD030199,"Auto Crash, Anambra",2024-07-09,2024-07-09,5
IBD030206,"Man vs Mother, Delta",2024-07-09,2024-07-09,1
IBD030180,"Downpour Kills 4, Edo",2024-07-08,2024-07-08,4
IBD030201,"Police vs Kidnapper, Delta",2024-07-08,2024-07-08,1
IBD030203,"Assailant vs Man, Edo",2024-07-08,2024-07-08,1
IBD030242,"Soldiers vs Boko Haram, Borno",2024-07-08,2024-07-08,2
IBD030253,"Auto Crash, Ogun",2024-07-08,2024-07-08,2
IBD030198,"Banditry, Plateau",2024-07-08,2024-07-08,3
IBD030294,"Banditry, Zamfara",2024-07-08,2024-07-08,1
IBD030191,"Auto Crash, Lagos",2024-07-08,2024-07-08,1
IBD030185,"Gunmen Kill 4, Imo",2024-07-08,2024-07-08,4
IBD030207,"Army vs Kidnapper, Taraba",2024-07-08,2024-07-08,1
IBD030182,"Cult Killing, Akwa Ibom",2024-07-07,2024-07-07,1
IBD030215,Vigilantes vs Bandits,2024-07-07,2024-07-07,2
IBD030186,"Cult Killing, Anambra",2024-07-07,2024-07-07,1
IBD030183,"Boat Mishap, Jigawa",2024-07-07,2024-07-07,2
IBD030204,"Bandits Kill 2, Kaduna",2024-07-07,2024-07-07,3
IBD030290,"Man vs Online Girlfriend, Oyo",2024-07-07,2024-07-07,1
IBD030435,"Cult Clash, Lagos",2024-07-07,2024-07-07,9
IBD030181,"Security Operatives vs Man, Abia",2024-07-07,2024-07-07,1
IBD030184,"Cult Killing, Anambra",2024-07-07,2024-07-07,1
IBD030202,"Cult Clash, Oyo",2024-07-07,2024-07-07,1
IBD030438,"Cult Clash, Rivers",2024-07-07,2024-07-07,7
IBD030289,"IPOB/ESN vs Vigilante, Imo",2024-07-07,2024-07-07,4
IBD030179,"Cult Killing, Lagos",2024-07-07,2024-07-07,2
IBD030197,"Hoodlums vs Man, Edo",2024-07-07,2024-07-07,6
IBD030195,"Tractor Driver, Yobe",2024-07-07,2024-07-07,1
IBD030187,"Cult Killing, Imo",2024-07-07,2024-07-07,4
IBD030190,"Man kills Woman, Bauchi",2024-07-07,2024-07-07,1
IBD030436,"Cult Killing, Lagos",2024-07-06,2024-07-06,3
IBD030175,"Engine Roller Kill Worker, Ogun",2024-07-06,2024-07-06,1
IBD030177,"Youths vs Kidnappers, Kwara",2024-07-06,2024-07-06,2
IBD030170,"Gas Explosion, Ogun",2024-07-06,2024-07-06,2
IBD030176,"Gunmen Kill 3, Benue",2024-07-06,2024-07-06,3
IBD030268,"Hoodlums vs Man, Lagos",2024-07-06,2024-07-06,1
IBD030174,"Extra Judicial Killing, Ogun",2024-07-06,2024-07-06,1
IBD030194,"Domestic Violence, FCT (Abuja)",2024-07-06,2024-07-06,1
IBD030167,"Robbers Kill Woman, Ekiti",2024-07-06,2024-07-06,1
IBD030171,"Boko Haram vs Army, Borno",2024-07-06,2024-07-06,11
IBD030192,"Banditry, Katsina",2024-07-06,2024-07-06,1
IBD030218,"Huter vs Trader, Kwara",2024-07-05,2024-07-05,1
IBD030270,"Man vs Apprentice, Lagos",2024-07-05,2024-07-05,1
IBD030173,"Police vs Kidnappers, Delta",2024-07-05,2024-07-05,1
IBD030166,"Man vs Friend, Osun",2024-07-04,2024-07-04,2
IBD030165,"Kidnappers vs Police, Lagos",2024-07-04,2024-07-04,9
IBD030196,"Corpse Found, FCT (Abuja)",2024-07-04,2024-07-04,1
IBD030155,"Cultists vs Final Year Student, Ogun",2024-07-04,2024-07-04,1
IBD030292,"Robbers vs Man, Oyo",2024-07-04,2024-07-04,2
IBD030200,"Bandits vs Army, Kaduna",2024-07-04,2024-07-04,5
IBD030162,"Building Collapse, Anambra",2024-07-04,2024-07-04,8
IBD030159,"Student Stabs Colleague, Gombe",2024-07-03,2024-07-03,1
IBD030149,"Flooding, Lagos",2024-07-03,2024-07-03,1
IBD030144,"Man vs Father, Delta",2024-07-03,2024-07-03,1
IBD030156,"Building Collapse, Lagos",2024-07-03,2024-07-03,1
IBD030164,"Assailants vs Ex-convict, Ogun",2024-07-03,2024-07-03,1
IBD030150,"Community Leader, Delta",2024-07-03,2024-07-03,1
IBD030145,"Auto Crash, Oyo",2024-07-03,2024-07-03,1
IBD030157,"Army vs Boko Haram, Borno",2024-07-03,2024-07-03,10
IBD030940,"Assailant vs Lady, Ogun",2024-07-03,2024-07-03,1
IBD030158,"Lightening, delta",2024-07-02,2024-07-02,2
IBD030147,"Farmers vs Herders, Jigawa",2024-07-02,2024-07-02,2
IBD030141,"Banditry, Kaduna",2024-07-02,2024-07-02,1
IBD030224,"Domestic Violence, Kebbi",2024-07-02,2024-07-02,1
IBD030139,"Kidnap Victim, Kaduna",2024-07-02,2024-07-02,1
IBD030135,"Bandits Kill Lecturer, Katsina",2024-07-02,2024-07-02,1
IBD030161,"Soldiers Kill 2 Terrorists, Kaduna",2024-07-02,2024-07-02,2
IBD030153,"Fulani Herders Attack, Benue",2024-07-01,2024-07-01,2
IBD030136,"Work-Related Violence, Oyo",2024-07-01,2024-07-01,1
IBD030143,"Cult Clash, Benue",2024-07-01,2024-07-01,9
IBD030133,"Banditry, Kaduna",2024-07-01,2024-07-01,4
IBD030134,"Auto Crash, Ogun",2024-07-01,2024-07-01,2
IBD030123,"Auto Crash, Kano",2024-07-01,2024-07-01,25
IBD030154,"Gunmen Attack, Benue",2024-07-01,2024-07-01,1
IBD030138,"Kidnap Victim, Katsina",2024-07-01,2024-07-01,5
IBD030152,"Gunmen Attack, Benue",2024-07-01,2024-07-01,3
IBD030118,"Auto Crash, FCT (Abuja)",2024-06-30,2024-06-30,11
IBD030114,"Boy Kill Friend, Niger",2024-06-30,2024-06-30,1
IBD030146,"Police vs Kidnappers, Ogun",2024-06-30,2024-06-30,2
IBD030113,"Bandits vs Policemen, Katsina",2024-06-30,2024-06-30,5
IBD031964,"Farmer vs Herder, Adamawa",2024-06-30,2024-06-30,1
IBD030129,"Auto Crash, Ogun",2024-06-30,2024-06-30,1
IBD030119,"Flooding, Yobe",2024-06-30,2024-06-30,3
IBD030127,"Police vs Bandits, Benue",2024-06-30,2024-06-30,2
IBD030115,"Auto Crash, Niger",2024-06-30,2024-06-30,2
IBD030116,"Police vs Kidnappers, Akwa Ibom",2024-06-30,2024-06-30,2
IBD030137,"Auto Crash, Borno",2024-06-30,2024-06-30,1
IBD030121,"Banditry, FCT (Abuja)",2024-06-30,2024-06-30,1
IBD030111,"Drug Addict, Oyo",2024-06-29,2024-06-29,1
IBD030117,"Farmers vs Herders, Jigawa",2024-06-29,2024-06-29,8
IBD030122,"NAF vs Terrorists, Niger",2024-06-29,2024-06-29,10
IBD030108,"Boko Haram Suicide Attacks, Borno",2024-06-29,2024-06-29,32
IBD030109,"Auto Crash, Lagos",2024-06-29,2024-06-29,1
IBD030120,"NAF vs Terrorists, Niger",2024-06-29,2024-06-29,40
IBD030112,"Corpse Found, Lagos",2024-06-29,2024-06-29,1
IBD030110,"Hoodlums Attack, Kano",2024-06-29,2024-06-29,2
IBD030172,"Woman Murdered, Ogun",2024-06-29,2024-06-29,1
IBD030105,"Electrocution, Enugu",2024-06-28,2024-06-28,1
IBD030283,"DSS vs Kidnapper, Kaduna",2024-06-28,2024-06-28,1
IBD030126,"Security Operatives Kill Herder, Plateau",2024-06-28,2024-06-28,1
IBD029930,"Gunmen vs Policemen, Abia",2024-06-28,2024-06-28,2
IBD030131,"Banditry, Katsina",2024-06-28,2024-06-28,11
IBD030102,"Auto Crash, Kano",2024-06-28,2024-06-28,14
IBD030107,"Building Collapse, Kano",2024-06-27,2024-06-27,7
IBD030101,"Troops Kill Terrorists, Sokoto",2024-06-27,2024-06-27,5
IBD030106,"Gunmen Attack, Taraba",2024-06-27,2024-06-27,3
IBD030104,"Gunmen vs Traders, Imo",2024-06-27,2024-06-27,6
IBD030287,"Mob kill Mentally Challenged Man, Oyo",2024-06-27,2024-06-27,1
IBD030128,"Electrocution, Ogun",2024-06-27,2024-06-27,1
IBD030125,"Farmers vs Herders, Ogun",2024-06-27,2024-06-27,1
IBD030098,"Police vs Gunmen, Ebonyi",2024-06-26,2024-06-26,5
IBD030099,"Ritual Killing, Ogun",2024-06-26,2024-06-26,1
IBD030211,"Ex-boyfriend vs Lady, Kano",2024-06-26,2024-06-26,1
IBD030089,"Explosion, Rivers",2024-06-25,2024-06-25,1
IBD030091,"Students Drown, Kaduna",2024-06-25,2024-06-25,7
IBD030094,"Bandits vs Vigilantes, Kaduna",2024-06-25,2024-06-25,3
IBD030103,"Assailants Kill 2, Bauchi",2024-06-25,2024-06-25,2
IBD030096,"Wife vs Husband, Yobe",2024-06-25,2024-06-25,1
IBD030085,"Rape Victim, Ebonyi",2024-06-25,2024-06-25,1
IBD030084,"Communal Clash, Nasarawa",2024-06-25,2024-06-25,6
IBD030076,"Bandits Kill Lecture, Zamfara",2024-06-24,2024-06-24,1
IBD030077,"Flood Incident, Ogun",2024-06-24,2024-06-24,1
IBD029957,"Auto Crash, Abia",2024-06-24,2024-06-24,1
IBD030092,"Mining Pit Collapse, Bauchi",2024-06-24,2024-06-24,1
IBD030093,"Auto Crash, Ogun",2024-06-24,2024-06-24,7
IBD030083,"Auto Crash, Abia",2024-06-24,2024-06-24,7
IBD030376,"Kidnap Victim, Edo",2024-06-24,2024-06-24,1
IBD030095,"Auto Crash, Ogun",2024-06-24,2024-06-24,2
IBD030140,"Siblings Kill Man, Oyo",2024-06-23,2024-06-23,1
IBD030073,"Naval School Student, Kaduna",2024-06-23,2024-06-23,1
IBD030097,"Police vs Fun-seeker, Enugu",2024-06-23,2024-06-23,1
IBD030078,"Electrocution, Lagos",2024-06-23,2024-06-23,1
IBD030100,"Communal Clash, Osun",2024-06-23,2024-06-23,1
IBD030081,"Banditary, Kaduna",2024-06-23,2024-06-23,5
IBD030080,"Gunmen Kill 6, Benue",2024-06-23,2024-06-23,3
IBD030067,"Armed Robbery, FCT (Abuja)",2024-06-22,2024-06-22,1
IBD030071,"Banditry, Katsina",2024-06-22,2024-06-22,8
IBD030063,"Naval Officer vs Police Inspector, Lagos",2024-06-22,2024-06-22,1
IBD030068,"Electrocution, Benue",2024-06-22,2024-06-22,1
IBD030075,"Police vs Kidnapper, Akwa Ibom",2024-06-22,2024-06-22,1
IBD030160,"Extra-Judicial Killing, FCT (Abuja)",2024-06-21,2024-06-21,1
IBD030060,"Army vs Bandit, Kaduna",2024-06-21,2024-06-21,30
IBD030072,"Assailants vs Man, Lagos",2024-06-21,2024-06-21,1
IBD030528,"Police vs Man, Lagos",2024-06-21,2024-06-21,1
IBD030069,"Cult Killing, Edo",2024-06-20,2024-06-20,1
IBD030070,"Boat Mishap, Niger",2024-06-20,2024-06-20,2
IBD030049,"Gunmen Kill Man, Ekiti",2024-06-20,2024-06-20,1
IBD030055,"Auto Crash, FCT (Abuja)",2024-06-20,2024-06-20,3
IBD030056,"Police vs Kidnapper, Delta",2024-06-20,2024-06-20,1
IBD030074,"Boat Mishap, Niger",2024-06-20,2024-06-20,2
IBD030054,"Soldier vs Man, FCT (Abuja)",2024-06-20,2024-06-20,1
IBD030050,"Gunmen Kill Hawker, Ekiti",2024-06-20,2024-06-20,1
IBD030058,"Boko Haram, Borno",2024-06-20,2024-06-20,1
IBD030079,"Banditry, Kaduna",2024-06-20,2024-06-20,1
IBD030057,"Assailant vs Mechanic, FCT (Abuja)",2024-06-20,2024-06-20,1
IBD030061,"Soldiers Kill Kidnapper, Kogi",2024-06-20,2024-06-20,1
IBD030062,"Gunmen Kill 1, Ekiti",2024-06-19,2024-06-19,2
IBD030059,"Flood Disaster, Kaduna",2024-06-19,2024-06-19,1
IBD030052,"Medical Negligence, Ogun",2024-06-19,2024-06-19,1
IBD030047,"Mob vs Man, Bauchi",2024-06-19,2024-06-19,1
IBD030053,"Hoodlums vs Vigilantes, Niger",2024-06-19,2024-06-19,1
IBD030041,"Gunmen Attack, Benue",2024-06-18,2024-06-18,6
IBD030032,"Political Violence, Rivers",2024-06-18,2024-06-18,2
IBD030033,"Auto Crash, FCT (Abuja)",2024-06-18,2024-06-18,3
IBD030044,"Vigilante Leader, Kano",2024-06-18,2024-06-18,1
IBD030090,"Auto Crash, Ogun",2024-06-18,2024-06-18,2
IBD030029,"Task Force vs Trader, Plateau",2024-06-18,2024-06-18,1
IBD030040,"Auto Crash, Ogun",2024-06-18,2024-06-18,2
IBD030086,"Medical Quackery, Ogun",2024-06-18,2024-06-18,1
IBD030043,"Electrocution, Kwara",2024-06-18,2024-06-18,1
IBD030028,"Banditry, Kaduna",2024-06-18,2024-06-18,6
IBD030034,"Cult Killing/Political Violence, Rivers",2024-06-18,2024-06-18,1
IBD030030,"Gunmen Kill Ticketer, Ekiti",2024-06-18,2024-06-18,1
IBD030151,"Assailant vs Woman, Edo",2024-06-17,2024-06-17,1
IBD030036,"Mob vs Man, Taraba",2024-06-17,2024-06-17,2
IBD029980,"Army vs Boko Haram, Borno",2024-06-17,2024-06-17,1
