Identifier,Title,Start date,End date,Number of deaths
IBD030027,"Gunmen Attack, Anambra",2024-06-17,2024-06-17,3
IBD030005,"Gunmen vs Fishermen, Anambra",2024-06-17,2024-06-17,4
IBD030024,"Gunmen Attack, Anambra",2024-06-17,2024-06-17,2
IBD030088,"Auto Crash, Ogun",2024-06-17,2024-06-17,7
IBD030039,"Security Operatives vs Man, Delta",2024-06-16,2024-06-16,1
IBD030014,"Auto Crash, Ogun",2024-06-16,2024-06-16,2
IBD030011,"Gunmen Attack, Sokoto",2024-06-16,2024-06-16,6
IBD030022,"Man vs Wife, Ogun",2024-06-16,2024-06-16,1
IBD030026,"Gunmen vs Businesswoman, Oyo",2024-06-16,2024-06-16,1
IBD030025,"Herders Attack, Taraba",2024-06-16,2024-06-16,14
IBD030023,"Men vs Lady, FCT (Abuja)",2024-06-16,2024-06-16,1
IBD030017,"Auto Crash, Osun",2024-06-16,2024-06-16,3
IBD030730,"Flooding, Kano",2024-06-16,2024-06-22,23
IBD030021,"NAF vs Bandits, Katsina",2024-06-15,2024-06-15,87
IBD030015,"Robbers vs DJ, FCT (Abuja)",2024-06-15,2024-06-15,1
IBD030019,"Police vs Kidnapper, Edo",2024-06-15,2024-06-15,1
IBD030020,"Soldiers vs Bandit, Kaduna",2024-06-15,2024-06-15,3
IBD030142,"Inferno, Kano",2024-06-15,2024-06-15,5
IBD030016,"Man vs Daughter, Delta",2024-06-15,2024-06-15,1
IBD030051,"Banditry, Kaduna",2024-06-15,2024-06-15,4
IBD030045,"Bandits Kills Man, Kaduna",2024-06-15,2024-06-15,1
IBD030048,"Assailants vs Journalist, FCT (Abuja)",2024-06-14,2024-06-14,1
IBD030010,"Herders vs Guards, Benue",2024-06-14,2024-06-14,2
IBD030007,"Man vs Mother, Ondo",2024-06-14,2024-06-14,1
IBD030064,"Gunmen vs Man, Ekiti",2024-06-14,2024-06-14,1
IBD030046,"Kidnap Victim, Benue",2024-06-13,2024-06-13,1
IBD029995,"Banditry, Kaduna",2024-06-13,2024-06-13,36
IBD030035,"Assailant vs Graduate, Edo",2024-06-13,2024-06-13,1
IBD030013,"Found Dead, Ondo",2024-06-13,2024-06-13,2
IBD030031,"Security Guard, Lagos",2024-06-13,2024-06-13,1
IBD030037,"Assailants vs Security Guard, Lagos",2024-06-13,2024-06-13,1
IBD030012,"Assailants vs Man, Oyo",2024-06-13,2024-06-13,1
IBD030002,"Bank Robbers, FCT (Abuja)",2024-06-13,2024-06-13,3
IBD030004,"Auto Crash, Kwara",2024-06-13,2024-06-13,19
IBD030000,"Police Inspector vs Man, Kebbi",2024-06-13,2024-06-13,1
IBD029999,"Landslide, Niger",2024-06-13,2024-06-13,3
IBD030008,"Police vs Bandits, FCT (Abuja)",2024-06-13,2024-06-13,1
IBD030003,"Army vs Bandits, Kaduna",2024-06-13,2024-06-13,6
IBD030082,"Motorcyclist vs Guard, Lagos",2024-06-13,2024-06-13,1
IBD030006,"Man Drowns, Ogun",2024-06-12,2024-06-12,1
IBD029990,"Boko Haram Attack, Niger",2024-06-12,2024-06-12,3
IBD029922,"Car Snatcher, Lagos",2024-06-12,2024-06-12,2
IBD029989,"Police vs IPOB/ESN, Enugu",2024-06-12,2024-06-12,2
IBD029996,"Farmers vs Herders, Niger",2024-06-12,2024-06-12,3
IBD029992,"Building Collapse, Anambra",2024-06-12,2024-06-12,2
IBD029962,"Suspected Kidnapper, Benue",2024-06-11,2024-06-11,1
IBD029988,"NAF Airstrikes, Katsina",2024-06-11,2024-06-11,29
IBD029974,"Windstorm, Kebbi",2024-06-11,2024-06-11,1
IBD029997,"Armed Robbers vs Rider Manager, Bayelsa",2024-06-11,2024-06-11,1
IBD029972,"Windstorm, Kebbi",2024-06-11,2024-06-11,4
IBD029983,"Banditry, Kaduna",2024-06-11,2024-06-11,1
IBD029982,"Security Guard vs Man, Ogun",2024-06-11,2024-06-11,1
IBD029975,"Gunmen Attack, Imo",2024-06-11,2024-06-11,3
IBD029985,"Auto Crash, Enugu",2024-06-11,2024-06-11,4
IBD029960,"Banditry, Kaduna",2024-06-10,2024-06-10,2
IBD029987,"Banditry, Zamfara",2024-06-10,2024-06-10,1
IBD029970,"Mob vs Tricycle Thief, Akwa Ibom",2024-06-10,2024-06-10,1
IBD029964,"Banditry, Katsina",2024-06-10,2024-06-10,28
IBD029998,"Gunmen Attack, Delta",2024-06-10,2024-06-10,1
IBD029971,"Auto Crash, Bayelsa",2024-06-10,2024-06-10,4
IBD029966,"Soldiers vs Bandit, Niger",2024-06-10,2024-06-10,1
IBD029984,"Gunmen Attack, Katsina",2024-06-10,2024-06-10,50
IBD029986,"Army vs Terrorist, Zamfara",2024-06-10,2024-06-10,2
IBD030281,"Graduate, Anambra",2024-06-09,2024-06-09,1
IBD029977,"Corpse Found, Niger",2024-06-09,2024-06-09,2
IBD030018,"Assailant vs Bussinessman, Lagos",2024-06-09,2024-06-09,1
IBD029965,"Soldiers vs Drivers, Kwara",2024-06-09,2024-06-09,1
IBD030210,"Brother vs Dad, Adamawa",2024-06-09,2024-06-09,1
IBD029991,"Vigilante vs Kidnapper, Edo",2024-06-09,2024-06-09,1
IBD029967,"Terrorists Attack, Katsina",2024-06-09,2024-06-10,65
IBD029953,"Troops vs Banditry, Kaduna",2024-06-09,2024-06-09,5
IBD029952,"Army vs IPOB, Abia",2024-06-08,2024-06-08,6
IBD029976,"Banditry, Zamfara",2024-06-08,2024-06-08,2
IBD029954,"Flooding, Niger",2024-06-08,2024-06-08,2
IBD029955,"Banditry, Kaduna",2024-06-08,2024-06-08,2
IBD029958,"Building Collapse, Abia",2024-06-08,2024-06-08,5
IBD030009,"Police vs Kidnapper, Kogi",2024-06-08,2024-06-08,1
IBD029956,"Security Operatives vs Kidnapper, Edo",2024-06-08,2024-06-08,1
IBD029973,"Auto Crash, Lagos",2024-06-07,2024-06-07,4
IBD029950,"Police vs Bandits, Katsina",2024-06-07,2024-06-07,3
IBD029959,"Undergraduate Student, Akwa Ibom",2024-06-07,2024-06-07,1
IBD029949,"Boundary Clash, Abia",2024-06-07,2024-06-07,1
IBD029947,"Gunmen vs Politician, Enugu",2024-06-07,2024-06-07,1
IBD029951,"Banditry, Katsina",2024-06-06,2024-06-06,5
IBD029939,"Banditry, Zamfara",2024-06-06,2024-06-06,12
IBD030038,"Ritual Killings, Ondo",2024-06-06,2024-06-19,10
IBD029946,"Electrocution, Rivers",2024-06-06,2024-06-06,1
IBD030042,"Assailants vs Security Guard, Lagos",2024-06-06,2024-06-06,1
IBD029937,"Construction Workers Drown, Osun",2024-06-06,2024-06-06,2
IBD030553,"Assailants vs Man, Lagos",2024-06-06,2024-06-06,1
IBD029938,"Woman Dies, FCT (Abuja)",2024-06-06,2024-06-06,1
IBD030148,"Man Kill Farmer, Ondo",2024-06-06,2024-06-06,1
IBD029944,"Boko Haram Attack, Niger",2024-06-06,2024-06-06,12
IBD029948,"Hunters vs Teenager, Adamawa",2024-06-05,2024-06-05,1
IBD030932,"ISWAP Attack, Yobe",2024-06-05,2024-06-05,1
IBD029945,"Boko Haram vs Passengers, Borno",2024-06-05,2024-06-05,3
IBD031334,"Kidnap Victim, Rivers",2024-06-05,2024-06-05,1
IBD029929,"Police vs Kidnappers, Plateau",2024-06-04,2024-06-04,2
IBD029934,"Auto Crash, Ebonyi",2024-06-04,2024-06-04,1
IBD029979,"Auto Crash, Anambra",2024-06-04,2024-06-04,2
IBD029933,"Building Demolition, Akwa Ibom",2024-06-04,2024-06-04,2
IBD029932,"Mob vs Motorcycle Thief, FCT (Abuja)",2024-06-04,2024-06-04,2
IBD029918,"Tanker Explosion, Rivers",2024-06-04,2024-06-04,3
IBD029940,"Banditry, Katsina",2024-06-04,2024-06-04,20
IBD029942,"Banditry, Katsina",2024-06-04,2024-06-06,23
IBD029927,"Gunmen Kills Two, Ebonyi",2024-06-03,2024-06-03,2
IBD029919,"Mining Site Collapses, Niger",2024-06-03,2024-06-03,2
IBD029920,"Security Operatives vs Smugglers, Lagos",2024-06-02,2024-06-02,1
IBD029908,"Gunmen vs Monarch, Taraba",2024-06-02,2024-06-02,1
IBD029924,"Army vs Boko Terrorists, Borno",2024-06-02,2024-06-02,6
IBD029915,"Gunmen Attack, Katsina",2024-06-02,2024-06-02,1
IBD029943,"Domestic Violence, Imo",2024-06-02,2024-06-02,1
IBD029906,"Auto Crash, Anambra",2024-06-02,2024-06-02,5
IBD029963,"Domestic Violence, Imo",2024-06-02,2024-06-02,1
IBD029907,"Auto Crash, Ogun",2024-06-02,2024-06-02,1
IBD029931,"Gunmen Kill 5, Plateau",2024-06-02,2024-06-02,5
IBD029914,"Army vs Rustlers, Kaduna",2024-06-02,2024-06-02,2
IBD029911,"Assailants vs Housewife, Kano",2024-06-02,2024-06-02,1
IBD029910,"Auto Crash, Lagos",2024-06-02,2024-06-02,1
IBD029913,"Gang Kill Man, Ondo",2024-06-01,2024-06-01,1
IBD029917,"Landlord Dies, Ogun",2024-06-01,2024-06-01,1
IBD029898,"Auto Crash, Bauchi",2024-06-01,2024-06-01,2
IBD029901,"Rainstorm Kills 4, Bauchi",2024-06-01,2024-06-01,4
IBD029902,"Woman vs Husband, Ondo",2024-06-01,2024-06-01,1
IBD030001,"Kidnap Victim, Ebonyi",2024-06-01,2024-06-01,1
IBD029936,"Assailants Kills One, Delta",2024-06-01,2024-06-01,1
IBD029900,"Auto Crash, Anambra",2024-05-31,2024-05-31,1
IBD029916,"Police vs Armed Robber, Delta",2024-05-31,2024-05-31,1
IBD029896,"Youth vs Vigilante, Rivers",2024-05-31,2024-05-31,1
IBD029887,"Gunmen Attack, Imo",2024-05-30,2024-05-30,2
IBD029888,"Banditry, Zamfara",2024-05-30,2024-05-30,1
IBD029883,"IPOB vs Army, Abia",2024-05-30,2024-05-30,11
IBD029903,"Cult Clash, Edo",2024-05-30,2024-05-30,3
IBD029897,"Electrocution, Benue",2024-05-30,2024-05-30,1
IBD029899,"Fulani Militants, Benue",2024-05-30,2024-05-30,20
IBD029885,"Auto Crash, Lagos",2024-05-30,2024-05-30,1
IBD029925,"NAF vs Bandits, Kaduna",2024-05-30,2024-05-31,40
IBD029904,"Hoodlums vs Cyclist, FCT (Abuja)",2024-05-30,2024-05-30,1
IBD029894,"Banditry, Katsina",2024-05-30,2024-05-30,17
IBD029891,"Electrocution, Rivers",2024-05-30,2024-05-30,1
IBD029892,"Police vs Kidnapper, Sokoto",2024-05-29,2024-05-29,1
IBD029881,"Banditry, Kaduna",2024-05-29,2024-05-29,12
IBD029878,"Police vs Kidnappers, Benue",2024-05-29,2024-05-29,3
IBD029884,"Troops vs Bandits, Kaduna",2024-05-29,2024-05-29,6
IBD029872,"Police vs Kidnappers, Kogi",2024-05-28,2024-05-28,2
IBD029875,"Policeman Kill 2, Ekiti",2024-05-28,2024-05-28,2
IBD029912,"Gunmen Attack, Nasarawa",2024-05-28,2024-05-28,1
IBD029879,"Boko Haram Attack, Borno",2024-05-28,2024-05-28,33
IBD029893,"Auto Crash, Lagos",2024-05-28,2024-05-28,1
IBD029889,"Policeman vs Driver, Bayelsa",2024-05-27,2024-05-27,1
IBD029869,"Motorcyclist vs Police, Lagos",2024-05-27,2024-05-27,2
IBD029877,"NAF Airstrikes, Katsina",2024-05-27,2024-05-27,30
IBD030351,"Man vs Minor, Oyo",2024-05-27,2024-05-27,1
IBD029876,"Banditry, Kaduna",2024-05-26,2024-05-26,3
IBD029880,"Woman Dies, Lagos",2024-05-26,2024-05-26,1
IBD029855,"Auto Crash, Ogun",2024-05-26,2024-05-26,4
IBD030939,"Assailant vs Lady, Ogun",2024-05-26,2024-05-26,1
IBD029858,"Mosque Collapse, Lagos",2024-05-26,2024-05-26,4
IBD029867,"Auto Crash, Lagos",2024-05-26,2024-05-26,3
IBD029864,"Bandits Kill 25, Katsina",2024-05-25,2024-05-26,25
IBD029865,"Banditry, Katsina",2024-05-25,2024-05-25,15
IBD030237,"Cult Killing, Ogun",2024-05-25,2024-05-25,1
IBD029861,"Kidnappers vs Students, Kogi",2024-05-25,2024-05-25,2
IBD029868,"Gunmen Attack, Ebonyi",2024-05-25,2024-05-25,3
IBD029874,"Auto Crash, FCT (Abuja)",2024-05-25,2024-05-25,2
IBD029853,"Students Kill Colleague, Oyo",2024-05-25,2024-05-25,1
IBD029863,"Bandits Kill 16, Katsina",2024-05-25,2024-05-26,16
IBD029852,"Lightening Kill 2, Lagos",2024-05-24,2024-05-24,2
IBD029856,"Scavengers vs Man, Lagos",2024-05-24,2024-05-24,1
IBD029848,"Assailant vs Woman, Sokoto",2024-05-24,2024-05-24,1
IBD029851,"Banditry, Kaduna",2024-05-24,2024-05-24,6
IBD029859,"Cult Killing, Ogun",2024-05-24,2024-05-25,3
IBD029862,"Banditry, Niger",2024-05-24,2024-05-24,8
IBD029847,"Gunmen Attack, Nasarawa",2024-05-23,2024-05-23,7
IBD028052,"Auto Crash, Abia",2024-05-23,2023-05-23,4
IBD029845,"Auto Crash, Kogi",2024-05-23,2024-05-23,5
IBD029866,"Police vs Kidnappers, Kogi",2024-05-23,2024-05-23,1
IBD029850,"Soldiers vs NDLEA Officer, Niger",2024-05-23,2024-05-23,1
IBD029857,"Extra-Judicial Killing, Rivers",2024-05-22,2024-05-22,1
IBD029834,"Chinese Man Kills Lady, Abia",2024-05-22,2024-05-22,1
IBD029840,"Banditry, Kaduna",2024-05-22,2024-05-22,1
IBD029923,"Domestic Violence, Oyo",2024-05-22,2024-05-22,1
IBD029836,"Man Drowns, Lagos",2024-05-22,2024-05-22,1
IBD029837,"Gunmen Kill 1, Ogun",2024-05-22,2024-05-22,1
IBD029886,"Extra-Judicial Killing, FCT (Abuja)",2024-05-22,2024-05-22,1
IBD029835,"Policeman Kills Colleague, Plateau",2024-05-22,2024-05-22,1
IBD029846,"Guards Kill Driver, Ondo",2024-05-22,2024-05-22,1
IBD029969,"Youths Clash, River",2024-05-22,2024-05-22,2
IBD029849,"Extra-Judicial, FCT (Abuja)",2024-05-22,2024-05-22,1
IBD029838,"Guest Dies, Lagos",2024-05-22,2024-05-22,1
IBD029844,"Banditry, Katsina",2024-05-22,2024-05-22,1
IBD029871,"Domestic Violence, Edo",2024-05-22,2024-05-22,2
IBD029841,"Auto Crash, Ondo",2024-05-22,2024-05-22,2
IBD030288,"IPOB/ESN vs Man, Imo",2024-05-21,2024-05-21,1
IBD029909,"Gunmen Attack, Taraba",2024-05-21,2024-05-21,1
IBD029843,"Bandit's Informants, Kaduna",2024-05-21,2024-05-21,2
IBD029873,"Found Dead, Imo",2024-05-21,2024-05-21,1
IBD030234,"Cult Killing, Ogun",2024-05-21,2024-05-21,1
IBD029839,"Assailants vs Man, Ogun",2024-05-21,2024-05-21,1
IBD029829,"Security Guard vs Man, Anambra",2024-05-21,2024-05-21,1
IBD029842,"Sachet Water Vendor, Niger",2024-05-21,2024-05-21,1
IBD029828,"Generator Fume Kill 7, Bayelsa",2024-05-21,2024-05-21,7
IBD030547,"Banditry, Plateau",2024-05-21,2024-05-21,40
IBD029833,"Auto Crash, Lagos",2024-05-21,2024-05-21,1
IBD031487,"Sex Romp, Bayelsa",2024-05-21,2024-05-21,1
IBD029817,"Communal Clash, Ebonyi",2024-05-20,2024-05-20,2
IBD030065,"Cult Clash, Kwara",2024-05-20,2024-05-20,2
IBD029830,"Boko Haram/ISWAP vs Police, Borno",2024-05-20,2024-05-20,1
IBD029854,"Student vs Teacher, Anambra",2024-05-20,2024-05-20,1
IBD029905,"Businessman, Lagos",2024-05-20,2024-05-20,1
IBD029820,"Gunmen vs Traditional Ruler, Niger",2024-05-19,2024-05-19,1
IBD029824,"Community Leader, Akwa Ibom",2024-05-19,2024-05-19,1
IBD029821,"Assailants vs Man, Oyo",2024-05-19,2024-05-19,2
IBD029815,"Gunmen vs Vigilantes, Kogi",2024-05-19,2024-05-19,2
IBD029784,"Police vs Kidnapper, Delta",2024-05-19,2024-05-19,1
IBD029818,"Gunmen Kill 2, Anambra",2024-05-19,2024-05-19,1
IBD031178,"Extra-Judicial Killing, Benue",2024-05-19,2024-05-19,1
IBD029822,"Electrocution, Lagos",2024-05-19,2024-05-19,2
IBD029816,"Gunmen Attack, Kaduna",2024-05-19,2024-05-19,6
IBD029812,"Army vs Boko Haram, Borno",2024-05-18,2024-05-18,7
IBD029806,"Auto Crash, Taraba",2024-05-18,2024-05-18,6
IBD029800,"Auto Crash, Imo",2024-05-18,2024-05-18,6
IBD029981,"Army vs Boko Haram, Borno",2024-05-18,2024-05-18,2
IBD029832,"Security Operatives vs Bandits, Plateau",2024-05-18,2024-05-18,16
IBD029926,"Bandits vs Sarkin Hausawa's Son, Kaduna",2024-05-18,2024-05-18,1
IBD029809,"Man vs Friend, Lagos",2024-05-18,2024-05-18,1
IBD029978,"Army vs Terrorists, Zamfara",2024-05-18,2024-05-18,2
IBD029808,"Land Dispute, Ekiti",2024-05-18,2024-05-18,1
IBD029805,"Auto Crash, Osun",2024-05-18,2024-05-18,4
IBD029819,"Fire outbreak, Anambra",2024-05-18,2024-05-18,1
IBD030236,"Cult Killing, Ogun",2024-05-18,2024-05-18,1
IBD029807,"Army Kill 3, Imo",2024-05-17,2024-05-17,3
IBD029941,"Youth Clash, Niger",2024-05-17,2024-05-17,1
IBD029804,"Building Collapse, Niger",2024-05-17,2024-05-17,25
IBD029802,"Communal Clash, Ebonyi",2024-05-17,2024-05-17,2
IBD029813,"Hoodlums vs Man, Niger",2024-05-17,2024-05-17,1
IBD030193,"Medical Negligence, Ogun",2024-05-17,2024-05-17,1
IBD029801,"Electrocution, Bayelsa",2024-05-17,2024-05-17,1
IBD030168,"Kidnappers vs Man, Delta",2024-05-17,2024-05-17,1
IBD029814,"Police vs Bandit, Kaduna",2024-05-17,2024-05-17,2
IBD020679,"Auto Crash, Oyo",2024-05-17,2024-05-17,7
IBD029794,"Auto Crash, Oyo",2024-05-16,2024-05-16,7
IBD029795,"One Killed, Oyo",2024-05-16,2024-05-16,1
IBD029803,"Gunmen Attack, Abia",2024-05-16,2024-05-16,2
IBD029799,"Gunmen vs Guard, Oyo",2024-05-16,2024-05-16,1
IBD029793,"Auto Crash, Abia",2024-05-16,2024-05-16,13
IBD029831,"Woman Found Dead, FCT (Abuja)",2024-05-16,2024-05-16,1
IBD029789,"Seminarian vs Housewife, Imo",2024-05-16,2024-05-16,1
IBD029797,"Bandits Kill 2, Kaduna",2024-05-15,2024-05-15,2
IBD029796,"Cult Clash, Benue",2024-05-15,2024-05-15,2
IBD029777,"Man vs Girlfriend, Akwa Ibom",2024-05-14,2024-05-14,1
IBD029783,"Mosque Attack, Kano",2024-05-14,2024-05-14,19
IBD029788,"Seminarian vs Housewife, Abia",2024-05-14,2024-05-14,1
IBD030169,"Man vs Woman, Rivers",2024-05-14,2024-05-14,1
IBD029792,"Extrajudicial Killing, Anambra",2024-05-14,2024-05-14,1
IBD029785,"Cult Clash, Ogun",2024-05-14,2024-05-14,1
IBD029786,"Scavengers Killed 3, FCT (Abuja)",2024-05-14,2024-05-14,3
IBD029787,"Herdsmen vs Residents, Benue",2024-05-14,2024-05-14,10
IBD030163,"Sex Romp, Rivers",2024-05-14,2024-05-14,1
IBD029779,"Hoodlums Kill Beggar, Osun",2024-05-13,2024-05-13,1
IBD029772,"Domestic Violence, Anambra",2024-05-13,2024-05-13,1
IBD029781,"Banditry, Zamfara",2024-05-13,2024-05-13,150
IBD029790,"Army vs Terrorists, Borno",2024-05-13,2024-05-13,1
IBD029827,"Gunmen Attack, Plateau",2024-05-13,2024-05-13,46
IBD029750,"Banditry, Niger",2024-05-13,2024-05-13,2
IBD029780,"Army vs Boko Haram, Borno",2024-05-13,2024-05-13,1
IBD029768,"Gunmen vs PoS Operator, Ogun",2024-05-12,2024-05-12,1
IBD029771,"Bandits Kill Soldier, Kaduna",2024-05-12,2024-05-12,1
IBD029764,"Generator Fume, Delta",2024-05-12,2024-05-12,2
IBD029770,"Banditry, Katsina",2024-05-12,2024-05-12,46
IBD029775,"Rival Gangs, Kano",2024-05-12,2024-05-12,3
IBD029765,"Kidnappers vs Travelers, Oyo",2024-05-12,2024-05-12,1
IBD029773,"Gunmen Kill Pregnant Woman and Others, Benue",2024-05-12,2024-05-12,11
IBD029774,"Train Crash, Delta",2024-05-12,2024-05-12,1
IBD029763,"Hoodlums Attack, Edo",2024-05-12,2024-05-12,1
IBD029778,"Terrorists vs Army, Zamfara",2024-05-12,2024-05-12,4
IBD029810,"Communal Clash, Ebonyi",2024-05-12,2024-05-12,1
IBD029776,"Fulani Militia Kill Man, Plateau",2024-05-12,2024-05-12,1
IBD029766,"Army vs Bandits, Kaduna",2024-05-12,2024-05-12,4
IBD029738,"Auto Crash, Ogun",2024-05-11,2024-05-11,3
IBD029758,"Gas Explosion, Lagos",2024-05-11,2024-05-11,11
IBD029756,"Auto Crash, Lagos",2024-05-11,2024-05-11,1
IBD029754,"Fulani Herders vs Farmers, Benue",2024-05-10,2024-05-10,4
IBD029739,"Auto Crash, Kano",2024-05-10,2024-05-10,1
IBD029748,"Tanker Explosion, Lagos",2024-05-10,2024-05-10,2
IBD029757,"Gunmen vs Security Operatives, Enugu",2024-05-10,2024-05-10,4
IBD029767,"Communal Clash, Abia",2024-05-10,2024-05-11,1
IBD029760,"Herdsmen Attack, Benue",2024-05-10,2024-05-10,4
IBD029751,"Gunmen vs FIRS Official, FCT (Abuja)",2024-05-10,2024-05-10,1
IBD029747,"IPOB/ESN vs Police, Enugu",2024-05-10,2024-05-10,3
IBD030231,"Cult Killing, Ogun",2024-05-10,2024-05-10,1
IBD029753,"Bandits Kill 2, Sokoto",2024-05-10,2024-05-10,2
IBD029882,"Domestic Violence, Ondo",2024-05-10,2024-05-10,1
IBD029685,"Decomposing Corpse, Kaduna",2024-05-10,2024-05-10,1
IBD029791,"Decomposing Corpse, Kaduna",2024-05-10,2024-05-10,3
IBD029782,"Communal Crisis, Benue",2024-05-10,2024-05-11,4
IBD029740,"Banditry, Zamfara",2024-05-09,2024-05-09,18
IBD029729,"Communal Dispute, Delta",2024-05-09,2024-05-09,1
IBD029741,"Farmers vs Banditry, Zamfara",2024-05-09,2024-05-09,20
IBD030230,"Cult Killing, Ogun",2024-05-08,2024-05-08,1
IBD029745,"Kidnappers Kill Man, Taraba",2024-05-08,2024-05-08,1
IBD029762,"Auto Crash, Ogun",2024-05-08,2024-05-08,1
IBD029742,"Gunmen vs Herders, Plateau",2024-05-08,2024-05-08,2
IBD029744,"Generator Fume Kill 3, Delta",2024-05-08,2024-05-08,3
IBD029735,"Banditry vs Football Fans, Kaduna",2024-05-08,2024-05-08,3
IBD029732,"Student Dies, Plateau",2024-05-08,2024-05-08,1
IBD029761,"Communal Clash, Benue",2024-05-07,2024-05-07,1
IBD029730,"Gas Explosion, Lagos",2024-05-07,2024-05-07,2
IBD029723,"Domestic Violence, Delta",2024-05-07,2024-05-07,1
IBD029734,"Gunmen Kill 5, Plateau",2024-05-07,2024-05-07,4
IBD029728,"Inmate Dies, FCT (Abuja)",2024-05-07,2024-05-07,1
IBD029721,"Hawkers Clash, Lagos",2024-05-07,2024-05-07,1
IBD029736,"Robber Kill 2, Ogun",2024-05-07,2024-05-07,1
IBD029752,"Banditry, Zamfara",2024-05-07,2024-05-11,49
IBD029722,"Kidnappers, Ogun",2024-05-07,2024-05-07,3
IBD029737,"Found Dead, Ogun",2024-05-07,2024-05-07,1
IBD029731,"2 Died, Delta",2024-05-07,2024-05-07,2
IBD029718,"Man vs Co-worker, Ondo",2024-05-06,2024-05-06,1
IBD029711,"Herbal Concoction, Ondo",2024-05-06,2024-05-06,2
IBD029717,"Gunmen Kill 3, Edo",2024-05-06,2024-05-06,3
IBD029719,"Banditry, Zamfara",2024-05-06,2024-05-06,9
IBD029726,"Suspected Herders Kill NSCDC Officer, Benue",2024-05-06,2024-05-06,1
IBD029716,"Terrorists Attack, Katsina",2024-05-06,2024-05-06,1
IBD029724,"Windstorm, Gombe",2024-05-06,2024-05-06,1
IBD029935,"Auto Crash, Ebonyi",2024-05-05,2024-05-05,1
IBD029710,"Banditry, Kaduna",2024-05-05,2024-05-05,6
IBD029689,"Tanker Explosion, Delta",2024-05-04,2024-05-04,8
IBD029733,"Vigilante vs Police Officer, Taraba",2024-05-04,2024-05-04,1
IBD029720,"Army vs Bandits, Kaduna",2024-05-04,2024-05-04,2
IBD029699,"Boko Haram Explosion, Borno",2024-05-04,2024-05-04,4
IBD029692,"Banditry, katisna",2024-05-04,2024-05-04,3
IBD029743,"Man vs Friend, Kano",2024-05-04,2024-05-04,1
IBD029703,"Gunmen vs Monarch, Ebonyi",2024-05-03,2024-05-03,1
IBD029681,"Banditry, Katsina",2024-05-03,2024-05-03,2
IBD029708,"Bandits vs Community Protection Guards, Zamfara",2024-05-03,2024-05-03,3
IBD029693,"Banditry, Katsina",2024-05-03,2024-05-03,24
IBD029702,"Banditry, Kebbi",2024-05-03,2024-05-03,7
IBD029695,"NAF vs Boko Haram, Borno",2024-05-03,2024-05-03,20
IBD029704,"Gunmen vs Farmers, Benue",2024-05-03,2024-05-03,3
IBD029698,"Extra Judicial Killing, Enugu",2024-05-03,2024-05-05,5
IBD029683,"Robbers Kill Woman, FCT (Abuja)",2024-05-03,2024-05-03,1
IBD029697,"Assailant vs Man, Delta",2024-05-03,2024-05-03,1
IBD029994,"Kidnap Victim, Adamawa",2024-05-03,2024-05-03,1
IBD029696,"NAF vs Boko Haram/ISWAP, Niger",2024-05-03,2024-05-03,20
IBD029712,"Kidnappers Kill 1, Ogun",2024-05-03,2024-05-03,1
IBD030761,"Woman vs Son, Delta",2024-05-02,2024-05-02,1
IBD029701,"Medical Quackery, Plateau",2024-05-02,2024-05-02,1
IBD029715,"Kidnappers vs Chief, FCT (Abuja)",2024-05-02,2024-05-02,1
IBD029684,"Rape Victim, Kano",2024-05-02,2024-05-02,1
IBD029690,"Auto Crash, Anambra",2024-05-02,2024-05-02,1
IBD029679,"Hoodlums Clash, Lagos",2024-05-02,2024-05-02,1
IBD029671,"Banditry, Kaduna",2024-05-02,2024-05-02,8
IBD029694,"Bandits vs Community Leader, Kaduna",2024-05-02,2024-05-02,1
IBD029700,"Military Officer vs Man, Kano",2024-05-02,2024-05-02,1
IBD029680,"Corpse, Kwara",2024-05-01,2024-05-01,1
IBD029798,"Heat Waves, Adamawa",2024-05-01,2024-05-13,210
IBD029670,Man Shot at Fuel Station,2024-05-01,2024-05-01,1
IBD029667,"Auto Crash, Ogun",2024-05-01,2024-05-01,3
IBD029725,"Vigilantes Kill 2 Brothers, Rivers",2024-05-01,2024-05-01,2
IBD029668,"Communal Clash, Ebonyi",2024-05-01,2024-05-01,10
IBD029686,"Car Pusher, Lagos",2024-05-01,2024-05-01,1
IBD029682,"Banditry, Zamfara",2024-05-01,2024-05-01,3
IBD029676,"Communal Clash, Nasarawa",2024-05-01,2024-05-02,5
IBD029677,"Abducted Boy, Yobe",2024-05-01,2024-05-01,1
IBD029714,"Troops vs IPOB Fighters, Imo",2024-05-01,2024-05-01,3
